Regione	Provincia	Codice	Scuola	Dominio	Mail	Google Suite	Microsoft 365
SICILIA	CATANIA	CTPS10000Q	LICEO SC. MAJORANA S.G.LA PUNTA	http://www.majorana-liceo.it	ctps10000q@pec.istruzione.it		
SICILIA	CATANIA	CTPS170002	I.S. ETTORE MAJORANA LICEO SCIENTIFICO				
SICILIA	CATANIA	CTRH010007	IPSSAR GIOVANNI FALCONE	http://www.alberghierogiarre.edu.it	ctrh010007@pec.istruzione.it		
SICILIA	CATANIA	CTRH03000C	I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA	http://www.alberghierowojtyla.gov.it/	ctrh03000c@pec.istruzione.it		
SICILIA	CATANIA	CTRH05000N	ROCCO CHINNICI	http://www.ipssatchinnicinicolosi.gov.it	ctrh05000n@pec.istruzione.it		
SICILIA	CATANIA	CTSD02000E	"LICEO ARTISTICO STATALE  ""M.M. LAZZARO"""	www.liceoartisticoct.it	ctsd02000e@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	CATANIA	CTSL01000A	"LICEO ARTISTICO "" EMILIO GRECO"" CATANIA"	http://www.liceoartisticocatania.gov.it	ctsl01000a@pec.istruzione.it		
SICILIA	CATANIA	CTTB01000A	ITAER A. FERRARIN	www.itaerferrarin.edu.it	cttb01000a@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	CATANIA	CTTD160007	"I.T.E.""GIOACCHINO RUSSO"""	www.iterusso.edu.it	cttd160007@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	CATANIA	CTTD18000C	PIETRO BRANCHINA	http://www.branchina.gov.it	cttd18000c@pec.istruzione.it		
SICILIA	CATANIA	CTTF01000G	ISTITUTO TECNICO ARCHIMEDE	www.itarchimede.it	cttf01000g@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	CATANIA	CTTF03000R	ITI CANNIZZARO	http://www.cannizzaroct.gov.it	cttf03000r@pec.istruzione.it		
SICILIA	CATANIA	CTVC01000N	MARIO CUTELLI	http://www.convittocutellict.edu.it/	ctvc01000n@pec.istruzione.it		
SICILIA	ENNA	ENEE062002	DIREZ. DID. 2? CIRC. SAN FELICE	www.secondocircolonicosia.edu.it	enee062002@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	ENNA	ENEE091002	BORGO   (TROINA)	http://www.direzionedidatticatroina.edu.it	enee091002@pec.istruzione.it		
SICILIA	ENNA	ENIC80500Q	'E.PANTANO'   (ASSORO)	http://www.istitutocomprensivostataleassoro.gov.it	enic80500q@pec.istruzione.it		
SICILIA	ENNA	ENIC810007	VINCENZO GUARNACCIA	www.icguarnaccia.edu.it	enic810007@pec.istruzione.it	10 aspmx3.googlemail.com.	
SICILIA	ENNA	ENIC81500A	SANTA CHIARA	www.icsantachiaraenna.edu.it	enic81500a@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	ENNA	ENIC816006	"""G.F.INGRASSIA"""	http://www.ic-regalbuto.gov.it/	enic816006@pec.istruzione.it		
SICILIA	ENNA	ENIC817002	"""G.MAZZINI"""	http://www.icmazzinivalguarnera.it	enic817002@pec.istruzione.it		
SICILIA	ENNA	ENIC81800T	I.OMNICOMPR. DON BOSCO-MAJORANA	http://www.icdonboscotroina.gov.it	enic81800t@pec.istruzione.it		
SICILIA	ENNA	ENIC81900N	G. GIUSTI SINOPOLI	www.sinopolis.edu.it	enic81900n@pec.istruzione.it	http://www.sinopolis.edu.it/index.php/322-corso-di-formazione-sull-utilizzo-di-g-suite-perla-didattica-digitale-integrata	
SICILIA	ENNA	ENIC82000T	F. P. NEGLIA - N. SAVARESE	http://www.icnegliasavarese.gov.it/	enic82000t@pec.istruzione.it		
SICILIA	ENNA	ENIC82100N	E.DE AMICIS	http://icdemics.gov.it	enic82100n@pec.istruzione.it		
SICILIA	ENNA	ENIC82200D	DANTE ALIGHIERI	http://www.istitutocomprensivoleonforte.gov.it	enic82200d@pec.istruzione.it		
SICILIA	ENNA	ENIC823009	EUROPA    (BARRAFRANCA)	http://www.iceuropa.edu.it	enic823009@pec.istruzione.it		
SICILIA	ENNA	ENIC824005	"""S.G.BOSCO""  (BARRAFRANCA)"	http://www.boscobarrafranca.edu.it	enic824005@pec.istruzione.it		
SICILIA	ENNA	ENIC825001	CHINNICI-RONCALLI	www.chinnicironcalli.edu.it	enic825001@pec.istruzione.it	50 aspmx2.googlemail.com.	
SICILIA	ENNA	ENIC82600R	FALCONE-CASCINO	www.comprensivofalconecascino.edu.it	enic82600r@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	ENNA	ENIC82700L	CARMINE DI NICOSIA				
SICILIA	ENNA	ENIC82800C	"I. C. ""FERMI-LEOPARDI"""				
SICILIA	ENNA	ENIS00200C	GIOVANNI FALCONE - BARRAFRANCA		enis00200c@pec.istruzione.it		
SICILIA	ENNA	ENIS004004	"""FEDERICO II"" - ENNA"	http://www.iisenna.edu.it	enis004004@pec.istruzione.it		
SICILIA	ENNA	ENIS00600Q	ALESSANDRO VOLTA - NICOSIA	www.iisalessandrovolta.edu.it	enis00600q@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	ENNA	ENIS00700G	E. MAIORANA - GEN. A.CASCINO - P. ARM.	www.itispiazza.edu.it	enis00700g@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
SICILIA	ENNA	ENIS00800B	FORTUNATO   FEDELE - AGIRA	www.fortunatofedele.edu.it	enis00800b@pec.istruzione.it		10 fortunatofedele-edu-it.mail.protection.outlook.com.
SICILIA	ENNA	ENIS011007	NAPOLEONE COLAJANNI	iiscolajannienna.edu.it	enis011007@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	ENNA	ENIS017006	LEONARDO DA VINCI - PIAZZA ARMERINA	www.iisdavinciarmerina.edu.it	enis017006@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	ENNA	ENIS018002	"""ENRICO MEDI"" - LEONFORTE"	www.istitutomedi.edu.it	enis018002@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	ENNA	ENIS01900T	"""FRATELLI TESTA"" - NICOSIA"	http://www.liceotesta.edu.it	enis01900t@pec.istruzione.it		
SICILIA	ENNA	ENIS02100T	"""ABRAMO LINCOLN"" - ENNA"	http://www.iisabramolincolnenna.gov.it	enis02100t@pec.istruzione.it		
SICILIA	ENNA	ENPS01000R	LS PIETRO FARINATO - ENNA	www.liceoscientificofarinato.edu.it	enps01000r@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEEE06000T	DIR.DID.S.TERESA RIVA	www.ddsteresadiriva.edu.it	meee06000t@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC813006	IC CAPIZZI - CESARO'	http://istitutocompensivocapizzi.it	meic813006@pec.istruzione.it		
SICILIA	MESSINA	MEIC814002	TUSA	www.istitutocomprensivotusa.edu.it	meic814002@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC81600N	I. C. NOVARA DI SICILIA	www.icnovaradisicilia.edu.it	meic81600n@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC81700D	LIPARI	http://www.iclipari.gov.it/	meic81700d@pec.istruzione.it		
SICILIA	MESSINA	MEIC818009	ISOLE EOLIE		meic818009@pec.istruzione.it		
SICILIA	MESSINA	MEIC819005	IC VILLAFRANCA TIRRENA	www.icvillafrancatirrena.edu.it	meic819005@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC820009	"I.C.""STEFANO D'ARRIGO"" VENETICO"	www.icvenetico.edu.it	meic820009@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC822001	"N.15 ME ""VITTORINI"""	www.icvittorinimessina.edu.it	meic822001@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC82400L	I.C. D'ALCONTRES	http://www.icdalcontres.it	meic82400l@pec.istruzione.it		
SICILIA	MESSINA	MEIC82500C	I.C. FOSCOLO	www.icfoscolo.edu.it	meic82500c@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC826008	ACQUEDOLCI	http://www.icacquedolci.gov.it	meic826008@pec.istruzione.it		
SICILIA	MESSINA	MEIC827004	I.C. B.GENOVESE	http://www.icbgenovese.edu.it	meic827004@pec.istruzione.it		
SICILIA	MESSINA	MEIC83000X	"I. C.  N. 2 ""GIOVANNI PAOLO II"""	www.icgiovannipaolosecondo.edu.it	meic83000x@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC83200G	I.C. ROCCALUMERA	http://www.icroccalumera.gov.it	meic83200g@pec.istruzione.it		
SICILIA	MESSINA	MEIC83300B	I.C. GIARDINI	icgiardininaxos.edu.it	meic83300b@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC834007	IST. COMPR. N. 1 CAPO D'ORLANDO	www.iccapodorlandouno.edu.it	meic834007@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC835003	FRANCAVILLA SICILIA	www.icfrancavilla.edu.it	meic835003@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC83700P	ALI' TERME	http://www.icaliterme.edu.it	meic83700p@pec.istruzione.it		
SICILIA	MESSINA	MEIC83800E	CASTELL'UMBERTO	www.iccastellumberto.edu.it	meic83800e@pec.istruzione.it	https://www.iccastellumberto.edu.it/circolare/156-2004-didattica-a-distanza-e-utilizzo-della-piattaforma-g-suite-for-education/	
SICILIA	MESSINA	MEIC83900A	BROLO	www.icbrolo.edu.it	meic83900a@pec.istruzione.it	https://www.icbrolo.edu.it/circolare-n-137-attivazione-classi-virtuali-su-piattaforma-google-suite-for-education/	
SICILIA	MESSINA	MEIC842006	PACE DEL MELA	http://www.icpacedelmela.edu.it	meic842006@pec.istruzione.it		
SICILIA	MESSINA	MEIC84400T	"""ANNA RITA SIDOTI"""	www.icgioiosa.edu.it	meic84400t@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC84600D	"""TOMMASO AVERSA"""	www.ictommasoaversa.it	meic84600d@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC847009	LONGI	http://www.istitutocomprensivolongi.edu.it	meic847009@pec.istruzione.it		
SICILIA	MESSINA	MEIC848005	N.2 PATTI	www.istitutopirandellopatti.edu.it	meic848005@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC849001	N.3 PATTI	http://www.icradicebellini.edu.it	meic849001@pec.istruzione.it		
SICILIA	MESSINA	MEIC851001	IC N.2 D'ACQUISTO	www.icsalvodacquistomessina.edu.it	meic851001@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC85200R	SAN FILIPPO DEL MELA	www.icsanfilippodelmela.edu.it	meic85200r@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC855008	S.LUCIA DEL MELA	http://www.icsantaluciadelmela.it/	meic855008@pec.istruzione.it		
SICILIA	MESSINA	MEIC856004	I.C. SANTO STEFANO CAMASTRA	http://www.icsantostefanodicamastra.gov.it	meic856004@pec.istruzione.it		
SICILIA	MESSINA	MEIC85700X	TERME VIGLIATORE	http://www.ictermevigliatore.edu.it	meic85700x@pec.istruzione.it		
SICILIA	MESSINA	MEIC85900G	GIOVANNI XXIII VILL. ALDISIO	http://www.icgiovannixxiii-aldisio.it	meic85900g@pec.istruzione.it		
SICILIA	MESSINA	MEIC86100G	"N.13""A.LUCIANI""ME"	www.iclucianimessina.edu.it	meic86100g@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC86200B	"N.4 ""G.LEOPARDI""ME"	http://www.istitutoleopardimessina.it	meic86200b@pec.istruzione.it		
SICILIA	MESSINA	MEIC864003	"I.C. ""LA PIRA - GENTILUOMO"" ME"	www.iclapiragentiluomo.edu.it	meic864003@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC86500V	"IST.COM.N.14""S.FRANC.DI PAOLA"""	http://www.icsanfrancescodipaola-me.gov.it	meic86500v@pec.istruzione.it		
SICILIA	MESSINA	MEIC86600P	"IC ""CANNIZZARO-GALATTI""ME"	http://www.iccannizzarogalatti.it	meic86600p@pec.istruzione.it		
SICILIA	MESSINA	MEIC86700E	"""MANZONI - DINA E CLARENZA"" ME"	http://www.ic9manzonimessina.it	meic86700e@pec.istruzione.it		
SICILIA	MESSINA	MEIC869006	"N.11""PAINO-GRAV.""ME"	www.comprensivogravitelli.it	meic869006@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC871006	"I.C. VILLA LINA-RITIRO""ME"	www.icvillalinaritiro.edu.it	meic871006@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC872002	"N.19""E.DA MESSINA""ME"	www.evemeroscuole.it	meic872002@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC87300T	I.C. PASCOLI-CRISPI	www.istitutocomprensivopascoli-crispi.edu.it	meic87300t@pec.istruzione.it	50 alt3.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC87400N	ISTITUTO COMPRENSIVO - SAPONARA	www.icsaponara.edu.it	meic87400n@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC876009	I.C. DI TORREGROTTA	www.ictorregrotta.edu.it	meic876009@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC877005	TORRENOVA	http://ictorrenova.it	meic877005@pec.istruzione.it		
SICILIA	MESSINA	MEIC878001	RITA LEVI-MONTALCINI	http://www.icsanpieropatti.gov.it	meic878001@pec.istruzione.it		
SICILIA	MESSINA	MEIC87900R	"N.1 ""CESAREO""S.AGATA MILITELLO"	www.istitutocesareo.edu.it	meic87900r@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC88100R	I.C. CAPUANA	http://www.scuolacapuana.gov.it	meic88100r@pec.istruzione.it		
SICILIA	MESSINA	MEIC88200L	"I.C. N.12""BATTISTI - FOSCOLO"""	http://www.ic-battistifoscolo.it/	meic88200l@pec.istruzione.it		
SICILIA	MESSINA	MEIC88300C	I.C. PRIMO MILAZZO	www.icprimomilazzo.edu.it	meic88300c@pec.istruzione.it	https://www.icprimomilazzo.edu.it/wp-content/uploads/2020/12/INFORMATIVA-FAMIGLIE-Rev120320.pdf	
SICILIA	MESSINA	MEIC885004	"N.2""MARCONI""S.AGATA MILIT."	www.comprensivomarconi.edu.it	meic885004@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC88600X	"N.1""FOSCOLO""TAORMINA"	www.ic1taormina.it	meic88600x@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC88700Q	"I.C.S.  N. 7 ""ENZO DRAGO""  ME"	www.icn7enzodragomessina.edu.it	meic88700q@pec.istruzione.it	20 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC88900B	I.C.S.TERESA DI RIVA		meic88900b@pec.istruzione.it		
SICILIA	MESSINA	MEIC89100B	I.C. N. 1 TORTORICI	www.ic1tortorici.edu.it	meic89100b@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC893003	"I.C. ""BOER-VERONA TRENTO"" ME"	www.icboerveronatrento.it	meic893003@pec.istruzione.it		0 icboerveronatrento-it.mail.protection.outlook.com.
SICILIA	MESSINA	MEIC89400V	"I.C.""MAZZINI"" MESSINA"	www.icmazzinimessina.edu.it	meic89400v@pec.istruzione.it	https://www.icmazzinimessina.edu.it/attachments/article/478/Guida-rapida%20GMAIL.pdf	
SICILIA	MESSINA	MEIC89600E	I.C.  MAZZINI-GALLO	http://lnx.icmazzinigallo.it/	meic89600e@pec.istruzione.it		
SICILIA	MESSINA	MEIC89700A	GIUSEPPE CATALFAMO	www.catalfamo.edu.it	meic89700a@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	MESSINA	MEIC898006	I.C. MILITI	www.icmiliti.edu.it	meic898006@pec.istruzione.it	50 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC899002	I.C. BALOTTA	http://www.icbalottabarcellona.gov.it	meic899002@pec.istruzione.it		
SICILIA	MESSINA	MEIC8AA00E	I.C. SECONDO MILAZZO	http://www.icsecondomilazzo.gov.it/	meic8aa00e@pec.istruzione.it		
SICILIA	MESSINA	MEIC8AB00A	I.C. TERZO  MILAZZO	www.terzocomprensivomilazzo.edu.it	meic8ab00a@pec.istruzione.it	http://www.terzocomprensivomilazzo.edu.it/attachments/article/351/FIRMATO_informativa%20famiglie%20trattamento%20dati.pdf	
SICILIA	MESSINA	MEIC8AC006	I.C.TREMESTIERI	http://www.ictremestierime.it	meic8ac006@pec.istruzione.it		
SICILIA	MESSINA	MEIC8AD002	I.C. S.MARGHERITA MESSINA	www.icsantamargheritame.edu.it	meic8ad002@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIC8AE00T	ISTITUTO COMPRENSIVO PARADISO	www.icparadisomessina.it	meic8ae00t@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIS001004	I.S.MISTRETTA MANZONI	www.iismanzoni.edu.it	meis001004@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	MESSINA	MEIS00200X	"I.S.""G.B. IMPALLOMENI"""	www.liceoimpallomeni.edu.it	meis00200x@pec.istruzione.it	70 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEIS00300Q	"I.I.S. SANT'AGATA DI M.LLO "" L.SCIASCIA"""	www.liceosciasciafermi.edu.it	meis00300q@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	MESSINA	MEIS00800V	IS ISA CONTI ELLER VAINICHER		meis00800v@pec.istruzione.it		
SICILIA	MESSINA	MEIS00900P	I.S.MINUTOLI MESSINA	www.istitutosuperioreminutoli.edu.it	meis00900p@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIS01100P	I.S.BARCELLONA FERRARI	http://www.istitutoprofessionaleferrari.gov.it	meis01100p@pec.istruzione.it		
SICILIA	MESSINA	MEIS01300A	"I.S.""BISAZZA"" ME"	www.liceobisazza.edu.it	meis01300a@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
SICILIA	MESSINA	MEIS01600T	"I.I.S. ""RENATO GUTTUSO"""	www.isguttusomilazzo.edu.it	meis01600t@pec.istruzione.it	https://www.isguttusomilazzo.edu.it/revoca-account-g-suite-for-education-docenti-a-tempo-determinato/	
SICILIA	MESSINA	MEIS019009	"IST.ISTR.SUP. ""ANTONELLO"" MESSINA"	http://www.iisantonellomessina.it	meis019009@pec.istruzione.it		
SICILIA	MESSINA	MEIS023001	IIS  BORGHESE - FARANDA - PATTI	http://www.itborghese.gov.it	meis023001@pec.istruzione.it		
SICILIA	MESSINA	MEIS02400R	ITC CAPO D'ORLANDO MERENDINO	www.merendino.edu.it	meis02400r@pec.istruzione.it	https://www.merendino.edu.it/images/Circ._n._5_ATTIVAZIONE_DEGLI_ACCOUNT_GOOGLE_GSUITE_PER_IL_NUOVO_PERSONALE_DOCENTE_.pdf	
SICILIA	MESSINA	MEIS027008	VERONA TRENTO - MESSINA	www.veronatrento.it	meis027008@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
SICILIA	MESSINA	MEIS02900X	"""MAUROLICO"" MESSINA"	http://www.maurolicomessina.gov.it	meis02900x@pec.istruzione.it		
SICILIA	MESSINA	MEIS03100X	"""LA FARINA - BASILE"""	http://www.iislafarinabasile.it	meis03100x@pec.istruzione.it		
SICILIA	MESSINA	MEIS03200Q	ISTITUTO SUPERIORE CAMINITI-TRIMARCHI	www.iiscaminititrimarchi.edu.it	meis03200q@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	MESSINA	MEIS03300G	"I.I.S.S. ""PUGLIATTI "" TAORMINA"	http://www.itctspugliatti.it	meis03300g@pec.istruzione.it		
SICILIA	MESSINA	MEIS03400B	BARCELLONA MEDI	http://www.liceomedi.edu.it	meis03400b@pec.istruzione.it		
SICILIA	MESSINA	MEIS03700V	"IST. TEC. ECONOMICO ""A.M.JACI"""				
SICILIA	MESSINA	MEPC060006	LICEO VITTORIO EMANUELE III PATTI	www.liceopatti.it	mepc060006@pec.istruzione.it	50 alt4.aspmx.l.google.com.	
SICILIA	MESSINA	MEPM010009	""" AINIS "" MESSINA"	http://www.ainis.edu.it	mepm010009@pec.istruzione.it		
SICILIA	MESSINA	MEPS010008	"""ARCHIMEDE"" MESSINA"	http://liceoarchimedeme.it/	meps010008@pec.istruzione.it		
SICILIA	MESSINA	MEPS03000D	"""SEGUENZA"" MESSINA"	http://www.seguenza.edu.it	meps03000d@pec.istruzione.it		
SICILIA	MESSINA	MEPS22000L	LICEO LUCIO PICCOLO	www.liceoluciopiccolo.edu.it	meps22000l@pec.istruzione.it		10 liceoluciopiccolo-edu-it.mail.protection.outlook.com.
SICILIA	MESSINA	METD05000E	I.T. L.DA VINCI ECONOMICO TECNOLOGICO	http://www.davincimilazzo.gov.it	metd05000e@pec.istruzione.it		
SICILIA	MESSINA	METD08000A	"ITET ""E. FERMI"" ECONOMICO E TECNOLOGICO"	http://www.itcgtfermi.gov.it	metd08000a@pec.istruzione.it		
SICILIA	MESSINA	METD110001	"ITET  "" G. TOMASI DI LAMPEDUSA"""	http://www.itcsantagata.gov.it	metd110001@pec.istruzione.it		
SICILIA	MESSINA	METF020001	ISTITUTO TECNICO TECNOLOGICO E.MAJORANA	http://www.itimajorana.edu.it/	metf020001@pec.istruzione.it		
SICILIA	MESSINA	METF03000G	ITT-LSSA COPERNICO	www.istitutocopernico.edu.it	metf03000g@pec.istruzione.it	https://www.istitutocopernico.edu.it/archivio/emergenzacovid/Regolamento%20DDI_COPERNICO.pdf	
SICILIA	MESSINA	METF040006	ITI S.AGATA M.LLO TORRICELLI	www.itisetorricelli.it	metf040006@pec.istruzione.it	20 alt1.aspmx.l.google.com.	20 itisetorricelli-it.mail.protection.outlook.com.
SICILIA	MESSINA	METH01000T	"I.T.T.L.  ""CAIO DUILIO"""	www.nauticomessina.edu.it	meth01000t@pec.istruzione.it	50 aspmx2.googlemail.com.	
SICILIA	PALERMO	PAEE00300B	D.D. E. ARCULEO - PA	www.ddsettorearculeo.edu.it	paee00300b@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE012006	D.D. F. SAVERIO CAVALLARI - PA	http://www.scuolacavallari.it	paee012006@pec.istruzione.it		
SICILIA	PALERMO	PAEE013002	D.D. A. DE GASPERI - PA	http://www.ddalcidedegasperi.it	paee013002@pec.istruzione.it		
SICILIA	PALERMO	PAEE017009	D.D. E. DE AMICIS - PA	www.deamicispa.edu.it	paee017009@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE019001	D.D. A. GABELLI - PA	http://www.ddgabelli.gov.it	paee019001@pec.istruzione.it		
SICILIA	PALERMO	PAEE020005	D.D. N. GARZILLI - PA	http://www.cdgarzilli.gov.it	paee020005@pec.istruzione.it		
SICILIA	PALERMO	PAEE02900G	D.D. MONTI IBLEI - PA	http://www.scuolamontiiblei.edu.it	paee02900g@pec.istruzione.it		
SICILIA	PALERMO	PAEE03100G	D.D. E. SALGARI - PA	www.scuolasalgari.edu.it	paee03100g@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE03200B	D.D. F. ORESTANO - PA	www.direzionedidatticaorestano.edu.it	paee03200b@pec.istruzione.it	10 aspmx.l.google.com.	
SICILIA	PALERMO	PAEE033007	D.D. ALESSANDRA SIRAGUSA - PA	http://www.ddpallavicino.edu.it	paee033007@pec.istruzione.it		
SICILIA	PALERMO	PAEE034003	D.D. PARTANNA MONDELLO - PA	www.ddspartannamondello.edu.it	paee034003@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	PALERMO	PAEE03700E	D.D. RAGUSA MOLETI - PA	http://www.ddragusamoleti.gov.it	paee03700e@pec.istruzione.it		
SICILIA	PALERMO	PAEE039006	D.D. ROSOLINO PILO - PA	www.scuolapilopalermo.edu.it	paee039006@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE04000A	D.D. NAZARIO SAURO - PA	www.scuolanazariosauro.edu.it	paee04000a@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE042002	D.D. TOMASELLI - PA	www.ddtomaselli.edu.it	paee042002@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE054008	D.D. BAGHERIA I - G. BAGNERA	http://www.ddbagnera.gov.it	paee054008@pec.istruzione.it		
SICILIA	PALERMO	PAEE055004	D.D. BAGHERIA II- G. CIRINCIONE	http://www.gcirincione.it/	paee055004@pec.istruzione.it		
SICILIA	PALERMO	PAEE05700Q	"D.D. "" KAROL WOJTYLA"""	www.ddsbelmontemezzagno.edu.it	paee05700q@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE063003	D.D. CAPACI - A. DE GASPERI	www.ddcapaci.edu.it	paee063003@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	PALERMO	PAEE077001	D.D. MISILMERI I - TRAINA	http://www.circolotraina.it	paee077001@pec.istruzione.it		
SICILIA	PALERMO	PAEE09300V	D.D. TERMINI IMERESE I CIRCOLO	http://www.primocircolotermini.gov.it	paee09300v@pec.istruzione.it		
SICILIA	PALERMO	PAEE09500E	D.D. VILLABATE I - DON MILANI	http://www.1circolovillabate.gov.it	paee09500e@pec.istruzione.it		
SICILIA	PALERMO	PAEE10200C	D.D. BAGHERIA III-L. PIRANDELLO	www.terzocircolobagheria.edu.it	paee10200c@pec.istruzione.it	5 alt2.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE103008	D.D. CASTELDACCIA	http://www.direzionedidatticacasteldaccia.gov.it	paee103008@pec.istruzione.it		
SICILIA	PALERMO	PAEE10700G	D.D. TERRASINI - DON L. MILANI	donmilaniterrasini.edu.it	paee10700g@pec.istruzione.it	20 alt1.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE11300V	D.D. VILLABATE II	www.ddrodarivillabate.edu.it	paee11300v@pec.istruzione.it	10 alt4.aspmx.l.google.com.	
SICILIA	PALERMO	PAEE117006	D.D. MISILMERI II- V. LANDOLINA	http://www.secondocircolomisilmeri.gov.it	paee117006@pec.istruzione.it		
SICILIA	PALERMO	PAIC81000C	I.C. CAMPOFELICE DI ROCCELLA	http://www.gbcina.gov.it/	paic81000c@pec.istruzione.it		
SICILIA	PALERMO	PAIC811008	I.C. ALTAVILLA MILICIA	www.icsgagliano.edu.it	paic811008@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
SICILIA	PALERMO	PAIC812004	I.C. CIMINNA -DON RIZZO	www.icciminna.edu.it	paic812004@pec.istruzione.it	10 alt3.aspmx.l.google.com.	
SICILIA	PALERMO	PAIC81300X	I.C.PEREZ-M.TERESA DI CALCUTTA	www.icsperezcalcutta.edu.it	paic81300x@pec.istruzione.it	1 aspmx.l.google.com.	
SICILIA	PALERMO	PAIC81400Q	I.C. BORGETTO/ PARTINICO	www.icborgettopartinico.edu.it	paic81400q@pec.istruzione.it	5 alt1.aspmx.l.google.com.	
